ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
721,Air Force,19369,Jordyn DeVaughn,So.,"Little Elm, Texas",Lone Star H.S.,,5-6,G,0,https://goairforcefalcons.com/sports/womens-basketball/roster/jordyn-devaughn/19369,2024-25
721,Air Force,19368,Alexis Cortez,So.,"Allen, Texas",Allen H.S.,,5-11,G,1,https://goairforcefalcons.com/sports/womens-basketball/roster/alexis-cortez/19368,2024-25
721,Air Force,19374,Milahnie Perry,Jr.,"Tampa, Fla.",Seffner Christian Academy,,5-7,G,2,https://goairforcefalcons.com/sports/womens-basketball/roster/milahnie-perry/19374,2024-25
721,Air Force,19375,Madison Smith,Sr.,"Connell, Wash.",Connell H.S.,,5-8,G,4,https://goairforcefalcons.com/sports/womens-basketball/roster/madison-smith/19375,2024-25
721,Air Force,20036,Sydney Roundtree,Fr.,"Jacksonville, Fla.",Bishop Kenny HS,,,F,5,https://goairforcefalcons.com/sports/womens-basketball/roster/sydney-roundtree/20036,2024-25
721,Air Force,19372,Jayda McNabb,So.,"Rapid City, S.D.",Stevens H.S.,USAFA Prep,5-10,G,10,https://goairforcefalcons.com/sports/womens-basketball/roster/jayda-mcnabb/19372,2024-25
721,Air Force,20035,Tanah Gorman,Fr.,"Huntingtown, Md.",Bishop Ireton HS,,,F,12,https://goairforcefalcons.com/sports/womens-basketball/roster/tanah-gorman/20035,2024-25
721,Air Force,19373,Keelie O'Hollaren,So.,"Lake Oswego, Ore.",Lakeridge H.S.,,5-10,G,13,https://goairforcefalcons.com/sports/womens-basketball/roster/keelie-ohollaren/19373,2024-25
721,Air Force,19367,Parker Brown,Jr.,"Spokane, Wash.",Mead H.S.,,6-0,F,23,https://goairforcefalcons.com/sports/womens-basketball/roster/parker-brown/19367,2024-25
721,Air Force,19370,Marissa Hargrave,So.,"El Paso, Texas",Andress H.S.,,5-8,G,24,https://goairforcefalcons.com/sports/womens-basketball/roster/marissa-hargrave/19370,2024-25
721,Air Force,20034,Emma Lytle,Fr.,"Denver, Colo.",Valor Christian HS,,,G,25,https://goairforcefalcons.com/sports/womens-basketball/roster/emma-lytle/20034,2024-25
721,Air Force,19366,Emily Adams,Jr.,"Lebanon, Ohio",Bishop Fenwick H.S.,,6-0,F,31,https://goairforcefalcons.com/sports/womens-basketball/roster/emily-adams/19366,2024-25
721,Air Force,19371,Jo Huntimer,Sr.,"Honolulu, HI",'Iolani School,,5-7,G,40,https://goairforcefalcons.com/sports/womens-basketball/roster/jo-huntimer/19371,2024-25
29,Arizona,16878,Lauryn Swann,Freshman,"Queens, N.Y.",Long Island Lutheran,NA,"5'7""",Guard,1,https://www.arizonawildcats.com/sports/womens-basketball/roster/lauryn-swann/16878,2024-25
29,Arizona,16874,Jada Williams,Sophomore,"Kansas City, Mo.",La Jolla Country Day School,NA,"5'8""",Guard,2,https://www.arizonawildcats.com/sports/womens-basketball/roster/jada-williams/16874,2024-25
29,Arizona,16871,Skylar Jones,Sophomore,"Chicago, Ill.",Whitney Young HS,NA,"6'0""",Guard,4,https://www.arizonawildcats.com/sports/womens-basketball/roster/skylar-jones/16871,2024-25
29,Arizona,16876,Ajae Yoakum,Graduate Student,"Portland, Ore.",Benson Polytechnic HS,FIU,"6'0""",Forward,5,https://www.arizonawildcats.com/sports/womens-basketball/roster/ajae-yoakum/16876,2024-25
29,Arizona,16873,Erin Tack,Junior,"Kelso, Wash.",Kelso Senior High School,NA,"6'1""",Forward,10,https://www.arizonawildcats.com/sports/womens-basketball/roster/erin-tack/16873,2024-25
29,Arizona,16879,Sahnya Jah,Sophomore,"Alexandria, Va.",Montverde Academy (Fla.),South Carolina,"6'0""",Forward,11,https://www.arizonawildcats.com/sports/womens-basketball/roster/sahnya-jah/16879,2024-25
29,Arizona,16870,Montaya Dew,Redshirt Sophomore,"Las Vegas, Nev.",Centennial HS,NA,"6'2""",Forward,12,https://www.arizonawildcats.com/sports/womens-basketball/roster/montaya-dew/16870,2024-25
29,Arizona,17431,Mailien Rolf,Freshman,"Roßdorf, Germany",Bertolt-Brecht-Schule,NA,"5'10""",Guard,13,https://www.arizonawildcats.com/sports/womens-basketball/roster/mailien-rolf/17431,2024-25
29,Arizona,16872,Brooklyn Rhodes,Sophomore,"St. Louis, Mo.",Whitfield School,NA,"6'0""",Forward,14,https://www.arizonawildcats.com/sports/womens-basketball/roster/brooklyn-rhodes/16872,2024-25
29,Arizona,16875,Paulina Paris,Junior,"Congers, N.Y.",Saddle River Day School,North Carolina,"5'9""",Guard,23,https://www.arizonawildcats.com/sports/womens-basketball/roster/paulina-paris/16875,2024-25
29,Arizona,16877,Jorynn Ross,Sophomore,"Milwaukee, Wisc.",Summer Creek HS,Pepperdine,"6'3""",Forward,24,https://www.arizonawildcats.com/sports/womens-basketball/roster/jorynn-ross/16877,2024-25
29,Arizona,16869,Breya Cunningham,Sophomore,"Chula Vista, Calif.",La Jolla Country Day School,NA,"6'4""",Forward,25,https://www.arizonawildcats.com/sports/womens-basketball/roster/breya-cunningham/16869,2024-25
29,Arizona,16868,Isis Beh,Redshirt Senior,"Murray, Utah",Murray HS,West Virginia,"6'3""",Forward,33,https://www.arizonawildcats.com/sports/womens-basketball/roster/isis-beh/16868,2024-25
29,Arizona,17009,Katarina Kneževic,Freshman,"Belgrade, Serbia",,,"6'0""",Forward,34,https://www.arizonawildcats.com/sports/womens-basketball/roster/katarina-kne-evic/17009,2024-25
796,Wisconsin,13159,Carter McCray,Sophomore,"Oberlin, Ohio",Elyria Catholic,NA,"6'1""",C,1,https://www.uwbadgers.com/sports/womens-basketball/roster/carter-mccray/13159,2024-25
796,Wisconsin,13162,Alie Bisballe,Freshman,"Lake City, Mich.",Lake City,NA,"6'4""",F,2,https://www.uwbadgers.com/sports/womens-basketball/roster/alie-bisballe/13162,2024-25
796,Wisconsin,13160,Tess Myers,Graduate Student,"Pittsburgh, Pa.",North Catholic,NA,"5'9""",G,3,https://www.uwbadgers.com/sports/womens-basketball/roster/tess-myers/13160,2024-25
796,Wisconsin,13154,Lily Krahn,Junior,"Prairie du Chien, Wis.",Prairie du Chien,NA,"5'10""",G,4,https://www.uwbadgers.com/sports/womens-basketball/roster/lily-krahn/13154,2024-25
796,Wisconsin,13156,Leena Patibandla,Sophomore,"Canton, Ohio",Jackson,NA,"6'0""",G,5,https://www.uwbadgers.com/sports/womens-basketball/roster/leena-patibandla/13156,2024-25
796,Wisconsin,13220,Alba Martín Mesa,Freshman,"Las Palmas de Gran Canaria, Spain",ÍES Pérez Galdós,NA,"5'6""",G,9,https://www.uwbadgers.com/sports/womens-basketball/roster/alba-mart-n-mesa/13220,2024-25
796,Wisconsin,13143,Halle Douglass,Graduate Student,"Lake Forest, Ill.",Lake Forest,NA,"6'2""",G,10,https://www.uwbadgers.com/sports/womens-basketball/roster/halle-douglass/13143,2024-25
796,Wisconsin,13221,Jovana Spasovski,Freshman,"Belgrade, Serbia",Gimnazija Patrijarh Pavle,NA,"6'0""",W,11,https://www.uwbadgers.com/sports/womens-basketball/roster/jovana-spasovski/13221,2024-25
796,Wisconsin,13144,Tessa Grady,Sophomore,"Dublin, Ohio",Dublin,NA,"6'2""",F,12,https://www.uwbadgers.com/sports/womens-basketball/roster/tessa-grady/13144,2024-25
796,Wisconsin,13157,Ronnie Porter,Junior,"St. Paul, Minn.",Como Park,NA,"5'4""",G,13,https://www.uwbadgers.com/sports/womens-basketball/roster/ronnie-porter/13157,2024-25
796,Wisconsin,13219,Reese Jaramillo,Freshman,"Racine, Wis.",The Prairie School,NA,"5'8""",G,14,https://www.uwbadgers.com/sports/womens-basketball/roster/reese-jaramillo/13219,2024-25
796,Wisconsin,13161,Gracie Grzesk,Freshman,"Green Bay, Wis.",Notre Dame,NA,"5'11""",F,22,https://www.uwbadgers.com/sports/womens-basketball/roster/gracie-grzesk/13161,2024-25
796,Wisconsin,13145,D'Yanis Jimenez,Sophomore,"Cape Coral, Fla.",Charlotte,NA,"5'8""",G,23,https://www.uwbadgers.com/sports/womens-basketball/roster/d-yanis-jimenez/13145,2024-25
796,Wisconsin,13155,Natalie Leuzinger,Graduate Student,"Monroe, Wis.",Black Hawk,NA,"5'8""",G,24,https://www.uwbadgers.com/sports/womens-basketball/roster/natalie-leuzinger/13155,2024-25
796,Wisconsin,13158,Serah Williams,Junior,"Brooklyn, N.Y.",Niagara Prep,NA,"6'4""",F,25,https://www.uwbadgers.com/sports/womens-basketball/roster/serah-williams/13158,2024-25
51,Baylor,NA,Ines Goryanova,Fr.,"Sofia, Bulgaria",DME Academy (Fla.),NA,"5' 8""",G,1,https://baylorbears.com/sports/womens-basketball/roster/ines-goryanova/13220,2024-25
51,Baylor,NA,Yaya Felder,Sr.,"Hartford, Conn.",Conrad HS,Ohio,"5' 8""",G,2,https://baylorbears.com/sports/womens-basketball/roster/yaya-felder/13215,2024-25
51,Baylor,NA,Madison Bartley,Gr.,"Kettering, Ohio",Kettering Fairmont HS,Belmont,"6' 3""",F,3,https://baylorbears.com/sports/womens-basketball/roster/madison-bartley/13214,2024-25
51,Baylor,NA,Jana Van Gytenbeek,Gr.,"Greenwood Village, Colo.",Cherry Creek,Stanford,"5' 7""",G,4,https://baylorbears.com/sports/womens-basketball/roster/jana-van-gytenbeek/13218,2024-25
51,Baylor,NA,Darianna Littlepage-Buggs,Jr.,"Oklahoma City, Okla.",Classen HS,NA,"6' 1""",G/F,5,https://baylorbears.com/sports/womens-basketball/roster/darianna-littlepage-buggs/13217,2024-25
51,Baylor,NA,Waiata Jennings,Jr.,"Rotorua, New Zealand",St. Peter's Cambridge,Collin College,"5' 9""",G,7,https://baylorbears.com/sports/womens-basketball/roster/waiata-jennings/13223,2024-25
51,Baylor,NA,Kayla Nelms,Fr.,"Miami, Fla.",Miami Country Day School,NA,"6' 1""",F,8,https://baylorbears.com/sports/womens-basketball/roster/kayla-nelms/13221,2024-25
51,Baylor,NA,Jada Walker,Sr.,"Richmond, Va.",Henrico HS,Kentucky,"5' 7""",G,11,https://baylorbears.com/sports/womens-basketball/roster/jada-walker/13219,2024-25
51,Baylor,NA,Kyla Abraham,Jr.,"Carrollton, Va.",Smithfield HS,NA,"6' 3""",F,12,https://baylorbears.com/sports/womens-basketball/roster/kyla-abraham/13212,2024-25
51,Baylor,NA,Aaronette Vonleh,Sr.,"West Linn, Ore.",West Linn HS,Colorado,"6' 3""",C,21,https://baylorbears.com/sports/womens-basketball/roster/aaronette-vonleh/13222,2024-25
51,Baylor,NA,Bella Fontleroy,Jr.,"Springfield, Mo.",Kickapoo HS,NA,"6' 0""",G/F,22,https://baylorbears.com/sports/womens-basketball/roster/bella-fontleroy/13216,2024-25
51,Baylor,NA,Sarah Andrews,Gr.,"Irving, Texas",MacArthur HS,NA,"5' 6""",G,24,https://baylorbears.com/sports/womens-basketball/roster/sarah-andrews/13213,2024-25
52,Bellarmine,9233,Mina Milosevic,Freshman,"Belgrade, Serbia",Fryeburg Academy,NA,"6'2""",Forward,0,https://www.bellarmine.edu/sports/womens-basketball/roster/mina-milosevic/9233,2024-25
52,Bellarmine,8845,Miyah Brown,Junior,"Rockford, IL",Winnebago,NA,"5'10""",Guard,1,https://www.bellarmine.edu/sports/womens-basketball/roster/miyah-brown/8845,2024-25
52,Bellarmine,9229,Rachel Shropshire,Freshman,"Frankfort, KY",Franklin County,NA,"6'3""",Forward,2,https://www.bellarmine.edu/sports/womens-basketball/roster/rachel-shropshire/9229,2024-25
52,Bellarmine,8848,Hope Sivori,Graduate Student,"Louisville, KY",Mercy Academy,Western Kentucky University,"5'5""",Guard,4,https://www.bellarmine.edu/sports/womens-basketball/roster/hope-sivori/8848,2024-25
52,Bellarmine,8846,Ashlee Harris,Redshirt Senior,"Louisville, KY",Sacred Heart Academy,NA,"5'6""",Guard,5,https://www.bellarmine.edu/sports/womens-basketball/roster/ashlee-harris/8846,2024-25
52,Bellarmine,9230,Skylar Treadwell,Graduate Student,"Daytona Beach, FL",Saint James,Seton Hall/Stetson,"6'1""",Forward,6,https://www.bellarmine.edu/sports/womens-basketball/roster/skylar-treadwell/9230,2024-25
52,Bellarmine,9231,Anna Rodgers,Freshman,"Mt. Washington, KY",Bullitt East,NA,"5'11""",Guard/Forward,11,https://www.bellarmine.edu/sports/womens-basketball/roster/anna-rodgers/9231,2024-25
